review_id,condition,provider,model,sample_id,run_index,review_reason,predicted_formula,gold_formula,predicted_question
MR-069,Clarify-inspired OpenAI,clarify,clarifystl-inspired-openai-v1,NLSTL150-101,0,Valid but non-identical formula; semantic equivalence not established,((A = 1) | ((B = 1) & (C = 1))) -> (D = 1),G(((A = 1) | ((B = 1) & (C = 1))) -> (D = 1)),Should the antecedent be grouped as `(A or B) and C` or as `A or (B and C)`?
MR-070,OpenAI direct,openai,gpt-5.6-terra,NLSTL150-101,0,Valid but non-identical formula; semantic equivalence not established,G((A | (B & C)) -> D),G(((A = 1) | ((B = 1) & (C = 1))) -> (D = 1)),"Should the antecedent be grouped as A | (B & C), or as (A | B) & C?"
MR-070,Anthropic direct,anthropic,claude-sonnet-5,NLSTL150-101,0,Valid but non-identical formula; semantic equivalence not established,G((A | (B & C)) -> D),G(((A = 1) | ((B = 1) & (C = 1))) -> (D = 1)),"Does 'A or B and C' mean (A | B) & C, or A | (B & C)? Please clarify the intended Boolean grouping for the antecedent."
MR-071,OpenAI direct,openai,gpt-5.6-terra,NLSTL150-103,0,Valid but non-identical formula; semantic equivalence not established,G((approach = 1) & (abs(jerk) < 1) & (distance < 2)),G(approach -> ((abs(jerk) < 1) & (distance < 2))),"What quantitative bounds define “smoothly” (e.g., a maximum absolute `jerk`) and “reasonably close” (a maximum `distance`), and must both conditions hold continuously for the entire evaluation horizon?"
MR-072,Anthropic direct,anthropic,claude-sonnet-5,NLSTL150-103,0,Valid but non-identical formula; semantic equivalence not established,G((approach = 1) -> ((abs(jerk) < 1) & (distance < 2))),G(approach -> ((abs(jerk) < 1) & (distance < 2))),"What numeric thresholds should be used for 'smoothly' (e.g., a bound on jerk) and 'reasonably close' (e.g., a bound on distance), and over what time interval should these conditions hold?"
MR-073,Clarify-inspired Anthropic,clarify,clarifystl-inspired-anthropic-v1,NLSTL150-103,0,Valid but non-identical formula; semantic equivalence not established,G((approach = 1) -> (abs(jerk) < 1 & distance < 2)),G(approach -> ((abs(jerk) < 1) & (distance < 2))),"What numeric thresholds should be used (e.g., max abs(jerk) for 'smooth' and max distance for 'reasonably close'), and over what time interval must the distance condition hold?"
MR-074,OpenAI direct,openai,gpt-5.6-terra,NLSTL150-109,0,Valid but non-identical formula; semantic equivalence not established,"G((soc < 15) -> F[0,1](!load_connected))","G((soc < 15) -> F[0,1](load_connected = 0))",What minimum `soc` threshold (%) must be maintained to prevent over-discharge?
MR-075,Clarify-inspired Anthropic,clarify,clarifystl-inspired-anthropic-v1,NLSTL150-111,0,Valid but non-identical formula; semantic equivalence not established,"G(rise(A) -> F[0,20](G[0,5](B)))","G(rise(A = 1) -> F[0,15](G[0,5](B = 1)))","Does 'A occurs' refer to the rising edge rise(A) (a one-time trigger when A transitions from false to true), or should the response condition be re-evaluated at every time instant where A is true?"
MR-076,Clarify-inspired Anthropic,clarify,clarifystl-inspired-anthropic-v1,NLSTL150-115,0,"Formula exact, but clarification question may target the wrong slot",G((oscillation_amplitude > 0.5 | error_growth > 0.1) -> (safe_mode = 1)),G(((oscillation_amplitude > 0.5) | (error_growth > 0.1)) -> (safe_mode = 1)),"What specific threshold values for oscillation_amplitude and error_growth define 'unstable', and must both conditions hold simultaneously or is either one sufficient?"
MR-077,Clarify-inspired Anthropic,clarify,clarifystl-inspired-anthropic-v1,NLSTL150-117,0,Valid but non-identical formula; semantic equivalence not established,G((!override) -> ((temperature > 80 | pressure > 10) -> shutdown)),G((!(override = 1) & ((temperature > 80) | (pressure > 10))) -> (shutdown = 1)),"Within what time frame (if any) must the shutdown occur after temperature exceeds 80 or pressure exceeds 10 while override is inactive, or should shutdown be required to hold immediately and continuously whenever that condition is true?"
MR-078,Clarify-inspired Anthropic,clarify,clarifystl-inspired-anthropic-v1,NLSTL150-118,0,"Formula exact, but clarification question may target the wrong slot",(speed = 0) U (light_green = 1),(speed = 0) U (light_green = 1),"What exact speed value or threshold defines 'stopped' (e.g., speed == 0, or speed < some epsilon)?"
MR-079,OpenAI direct,openai,gpt-5.6-terra,NLSTL150-120,0,Valid but non-identical formula; semantic equivalence not established,"G(rise(object_ready) -> F[0,5](G[0,10](at_inspection_fixture)))","G(rise(object_ready = 1) -> F[0,5](G[0,10](at_inspection_fixture = 1)))","What time bound defines “soon,” what duration defines “for a while,” and should the requirement be triggered by rise(object_ready) or by object_ready being true?"
MR-079,Anthropic direct,anthropic,claude-sonnet-5,NLSTL150-120,0,Valid but non-identical formula; semantic equivalence not established,"G(rise(object_ready) -> F[0,5](G[0,10](at_inspection_fixture)))","G(rise(object_ready = 1) -> F[0,5](G[0,10](at_inspection_fixture = 1)))","What are the exact time bounds (e.g., numeric interval [a,b]) for 'soon' (the deadline to reach at_inspection_fixture after object_ready rises) and for 'for a while' (the duration the object must remain at_inspection_fixture)?"
MR-080,Clarify-inspired OpenAI,clarify,clarifystl-inspired-openai-v1,NLSTL150-120,0,Valid but non-identical formula; semantic equivalence not established,"G(rise(object_ready) -> F[0,5](at_inspection_fixture & G[0,10](at_inspection_fixture)))","G(rise(object_ready = 1) -> F[0,5](G[0,10](at_inspection_fixture = 1)))","Should the obligation start at rise(object_ready), and what exact deadline for reaching at_inspection_fixture and minimum holding duration are required?"
MR-080,Clarify-inspired Anthropic,clarify,clarifystl-inspired-anthropic-v1,NLSTL150-120,0,Valid but non-identical formula; semantic equivalence not established,"G(rise(object_ready) -> F[0,5](at_inspection_fixture & G[0,10](at_inspection_fixture)))","G(rise(object_ready = 1) -> F[0,5](G[0,10](at_inspection_fixture = 1)))","What are the exact numeric time bounds: within how many seconds after object_ready must at_inspection_fixture become true, and for how many seconds must it then remain true?"
MR-081,OpenAI direct,openai,gpt-5.6-terra,NLSTL150-121,0,Valid but non-identical formula; semantic equivalence not established,G(abs(robot_linear_x - cmd_linear_x) <= 0.5),G(abs(cmd_linear_x - robot_linear_x) <= 0.5),
MR-081,Anthropic direct,anthropic,claude-sonnet-5,NLSTL150-121,0,Valid but non-identical formula; semantic equivalence not established,G(abs(robot_linear_x - cmd_linear_x) <= 0.5),G(abs(cmd_linear_x - robot_linear_x) <= 0.5),
MR-081,Clarify-inspired OpenAI,clarify,clarifystl-inspired-openai-v1,NLSTL150-121,0,Valid but non-identical formula; semantic equivalence not established,G(abs(robot_linear_x - cmd_linear_x) <= 0.5),G(abs(cmd_linear_x - robot_linear_x) <= 0.5),
MR-081,Clarify-inspired Anthropic,clarify,clarifystl-inspired-anthropic-v1,NLSTL150-121,0,Valid but non-identical formula; semantic equivalence not established,G(abs(robot_linear_x - cmd_linear_x) <= 0.5),G(abs(cmd_linear_x - robot_linear_x) <= 0.5),
MR-082,Clarify-inspired Anthropic,clarify,clarifystl-inspired-anthropic-v1,NLSTL150-123,0,Valid but non-identical formula; semantic equivalence not established,"G((distance(rob2_pos,rob1_pos) < d) -> F[0,T](distance(rob1_pos,L) < d_prime))","G((distance(rob1_pos, rob2_pos) < d) -> F[0,T](distance(rob1_pos, L) < d_prime))",
MR-083,Anthropic direct,anthropic,claude-sonnet-5,NLSTL150-123,0,Valid but non-identical formula; semantic equivalence not established,"G(distance(rob2_pos, rob1_pos) < d -> F[0,T](distance(rob1_pos, L) < d_prime))","G((distance(rob1_pos, rob2_pos) < d) -> F[0,T](distance(rob1_pos, L) < d_prime))",
MR-084,OpenAI direct,openai,gpt-5.6-terra,NLSTL150-125,0,Valid but non-identical formula; semantic equivalence not established,"G((cmd >= m) -> F[0,T](G[0,t](abs(pos - cmd) < n)))","G((cmd >= m) -> F[0,T](G[0,t](abs(cmd - pos) < n)))",
MR-084,Anthropic direct,anthropic,claude-sonnet-5,NLSTL150-125,0,Valid but non-identical formula; semantic equivalence not established,"G((cmd >= m) -> F[0,T](G[0,t](abs(pos - cmd) < n)))","G((cmd >= m) -> F[0,T](G[0,t](abs(cmd - pos) < n)))",
MR-085,OpenAI direct,openai,gpt-5.6-terra,NLSTL150-126,0,Valid but non-identical formula; semantic equivalence not established,"G[0,10](abs(robot_angular_z - cmd_angular_z) <= 0.2)","G[0,10](abs(cmd_angular_z - robot_angular_z) <= 0.2)",
MR-085,Anthropic direct,anthropic,claude-sonnet-5,NLSTL150-126,0,Valid but non-identical formula; semantic equivalence not established,"G[0,10](abs(robot_angular_z - cmd_angular_z) <= 0.2)","G[0,10](abs(cmd_angular_z - robot_angular_z) <= 0.2)",
MR-085,Clarify-inspired OpenAI,clarify,clarifystl-inspired-openai-v1,NLSTL150-126,0,Valid but non-identical formula; semantic equivalence not established,"G[0,10](abs(robot_angular_z - cmd_angular_z) <= 0.2)","G[0,10](abs(cmd_angular_z - robot_angular_z) <= 0.2)",
MR-085,Clarify-inspired Anthropic,clarify,clarifystl-inspired-anthropic-v1,NLSTL150-126,0,Valid but non-identical formula; semantic equivalence not established,"G[0,10](abs(robot_angular_z - cmd_angular_z) <= 0.2)","G[0,10](abs(cmd_angular_z - robot_angular_z) <= 0.2)",
MR-086,OpenAI direct,openai,gpt-5.6-terra,NLSTL150-128,0,Valid but non-identical formula; semantic equivalence not established,"G(AND_{i,j: i < j}(distance(p_i,p_j) >= d_safe))","G(AND_{i<j}(distance(p_i,p_j) >= d_safe))",
MR-087,Anthropic direct,anthropic,claude-sonnet-5,NLSTL150-128,0,Valid but non-identical formula; semantic equivalence not established,"G(AND_{i,j} (distance(p_i,p_j) >= d_safe))","G(AND_{i<j}(distance(p_i,p_j) >= d_safe))",
MR-088,OpenAI direct,openai,gpt-5.6-terra,NLSTL150-129,0,Valid but non-identical formula; semantic equivalence not established,"F[10,20](in_A_r1 = 1) & F[15,25](in_B_r2 = 1)","F[10,20](in_A_r1) & F[15,25](in_B_r2)",
MR-088,Anthropic direct,anthropic,claude-sonnet-5,NLSTL150-129,0,Valid but non-identical formula; semantic equivalence not established,"F[10,20](in_A_r1 = 1) & F[15,25](in_B_r2 = 1)","F[10,20](in_A_r1) & F[15,25](in_B_r2)",
MR-088,Clarify-inspired OpenAI,clarify,clarifystl-inspired-openai-v1,NLSTL150-129,0,Valid but non-identical formula; semantic equivalence not established,"F[10,20](in_A_r1 = 1) & F[15,25](in_B_r2 = 1)","F[10,20](in_A_r1) & F[15,25](in_B_r2)",
MR-088,Clarify-inspired Anthropic,clarify,clarifystl-inspired-anthropic-v1,NLSTL150-129,0,Valid but non-identical formula; semantic equivalence not established,"F[10,20](in_A_r1 = 1) & F[15,25](in_B_r2 = 1)","F[10,20](in_A_r1) & F[15,25](in_B_r2)",
MR-089,Anthropic direct,anthropic,claude-sonnet-5,NLSTL150-130,0,Valid but non-identical formula; semantic equivalence not established,"F[0,120](sample_region & F(communication_region))","F[0,120](sample_region & F[0,120](communication_region))",
MR-090,Anthropic direct,anthropic,claude-sonnet-5,NLSTL150-131,0,Valid but non-identical formula; semantic equivalence not established,"G[0,300](OR_i(F[0,30](in_surveillance(robot_i))))","G[0,300](F[0,30](OR_i(in_surveillance(robot_i))))",
MR-091,OpenAI direct,openai,gpt-5.6-terra,NLSTL150-132,0,Valid but non-identical formula; semantic equivalence not established,"(door_open = 1) U[0,40] ((crossed_r1 = 1) & (crossed_r2 = 1))","(door_open = 1) U[0,40] (crossed_r1 & crossed_r2)",
MR-092,Anthropic direct,anthropic,claude-sonnet-5,NLSTL150-132,0,Valid but non-identical formula; semantic equivalence not established,"(door_open) U[0,40] (crossed_r1 & crossed_r2)","(door_open = 1) U[0,40] (crossed_r1 & crossed_r2)",
MR-092,Clarify-inspired Anthropic,clarify,clarifystl-inspired-anthropic-v1,NLSTL150-132,0,Valid but non-identical formula; semantic equivalence not established,"(door_open) U[0,40] (crossed_r1 & crossed_r2)","(door_open = 1) U[0,40] (crossed_r1 & crossed_r2)",
MR-093,Anthropic direct,anthropic,claude-sonnet-5,NLSTL150-133,0,Valid but non-identical formula; semantic equivalence not established,"G((fire_alarm_event -> F[0,20](at_exit)))","G(fire_alarm_event -> F[0,20](at_exit = 1))",
MR-094,Clarify-inspired OpenAI,clarify,clarifystl-inspired-openai-v1,NLSTL150-133,0,Valid but non-identical formula; semantic equivalence not established,"G((fire_alarm_event = 1) -> F[0,20](at_exit = 1))","G(fire_alarm_event -> F[0,20](at_exit = 1))",
MR-094,Clarify-inspired Anthropic,clarify,clarifystl-inspired-anthropic-v1,NLSTL150-133,0,Valid but non-identical formula; semantic equivalence not established,"G((fire_alarm_event = 1) -> F[0,20](at_exit = 1))","G(fire_alarm_event -> F[0,20](at_exit = 1))",
MR-095,OpenAI direct,openai,gpt-5.6-terra,NLSTL150-133,0,Valid but non-identical formula; semantic equivalence not established,"G(fire_alarm_event -> F[0,20](at_exit))","G(fire_alarm_event -> F[0,20](at_exit = 1))",
MR-096,Clarify-inspired Anthropic,clarify,clarifystl-inspired-anthropic-v1,NLSTL150-134,0,Valid but non-identical formula; semantic equivalence not established,"G((pickup_request_event = 1) -> F[0,30](robot_at_pickup = 1))","G(pickup_request_event -> F[0,30](robot_at_pickup = 1))",
MR-097,Anthropic direct,anthropic,claude-sonnet-5,NLSTL150-134,0,Valid but non-identical formula; semantic equivalence not established,"G((pickup_request_event) -> F[0,30](robot_at_pickup))","G(pickup_request_event -> F[0,30](robot_at_pickup = 1))",
MR-098,OpenAI direct,openai,gpt-5.6-terra,NLSTL150-134,0,Valid but non-identical formula; semantic equivalence not established,"G(pickup_request_event -> F[0,30](robot_at_pickup))","G(pickup_request_event -> F[0,30](robot_at_pickup = 1))",
MR-099,Clarify-inspired OpenAI,clarify,clarifystl-inspired-openai-v1,NLSTL150-134,0,Valid but non-identical formula; semantic equivalence not established,"G(pickup_request_event = 1 -> F[0,30](robot_at_pickup = 1))","G(pickup_request_event -> F[0,30](robot_at_pickup = 1))",
MR-100,Clarify-inspired OpenAI,clarify,clarifystl-inspired-openai-v1,NLSTL150-135,0,Valid but non-identical formula; semantic equivalence not established,"G(((door_close_event = 1) & (in_doorway = 1)) -> F[0,2](in_doorway = 0))","G((door_close_event & in_doorway) -> F[0,2](!(in_doorway)))",
MR-101,Clarify-inspired OpenAI,clarify,clarifystl-inspired-openai-v1,NLSTL150-136,0,Valid but non-identical formula; semantic equivalence not established,"G((delivery_event = 1) -> F[0,45](OR_i(in_delivery_zone(robot_i) = 1)))","G(delivery_event -> F[0,45](OR_i(in_delivery_zone(robot_i))))",
MR-102,OpenAI direct,openai,gpt-5.6-terra,NLSTL150-137,0,Valid but non-identical formula; semantic equivalence not established,"G(guard_event -> (in_guard_region U[0,120] release_event))","G(guard_event -> ((in_guard_region = 1) U[0,120] release_event))",
MR-102,Anthropic direct,anthropic,claude-sonnet-5,NLSTL150-137,0,Valid but non-identical formula; semantic equivalence not established,"G(guard_event -> (in_guard_region U[0,120] release_event))","G(guard_event -> ((in_guard_region = 1) U[0,120] release_event))",
MR-103,Clarify-inspired Anthropic,clarify,clarifystl-inspired-anthropic-v1,NLSTL150-138,0,Valid but non-identical formula; semantic equivalence not established,"G((inspection_event = 1) -> (F[0,20](in_A_r1 = 1) & F[0,25](in_B_r2 = 1)))","G(inspection_event -> (F[0,20](in_A_r1) & F[0,25](in_B_r2)))",
MR-104,Anthropic direct,anthropic,claude-sonnet-5,NLSTL150-140,0,Valid but non-identical formula; semantic equivalence not established,"G[0,H](y <= lane_left_bound & y >= lane_right_bound)","G[0,H]((y >= lane_left_bound) & (y <= lane_right_bound))",
MR-104,Clarify-inspired Anthropic,clarify,clarifystl-inspired-anthropic-v1,NLSTL150-140,0,Valid but non-identical formula; semantic equivalence not established,"G[0,H](y <= lane_left_bound & y >= lane_right_bound)","G[0,H]((y >= lane_left_bound) & (y <= lane_right_bound))",
MR-105,Anthropic direct,anthropic,claude-sonnet-5,NLSTL150-144,0,Valid but non-identical formula; semantic equivalence not established,"F[0,30](destination = 1) & G[0,30](in_lane = 1 & obstacle_distance >= 2)","F[0,30](destination = 1) & G[0,30](in_lane = 1) & G[0,30](obstacle_distance >= 2)",
MR-106,OpenAI direct,openai,gpt-5.6-terra,NLSTL150-144,0,Valid but non-identical formula; semantic equivalence not established,"G[0,30]((in_lane = 1 & obstacle_distance >= 2)) & F[0,30](destination = 1)","F[0,30](destination = 1) & G[0,30](in_lane = 1) & G[0,30](obstacle_distance >= 2)",
MR-107,Clarify-inspired OpenAI,clarify,clarifystl-inspired-openai-v1,NLSTL150-145,0,Valid but non-identical formula; semantic equivalence not established,"F[2,4](in_A = 1) & G[2,8](!(in_B = 1))","F[2,4](in_A) & G[2,8](!(in_B))",
MR-108,OpenAI direct,openai,gpt-5.6-terra,NLSTL150-149,0,Valid but non-identical formula; semantic equivalence not established,G((insertion_phase = 1) -> (contact_force < 20)),G(insertion_phase -> (contact_force < 20)),
MR-108,Clarify-inspired Anthropic,clarify,clarifystl-inspired-anthropic-v1,NLSTL150-149,0,Valid but non-identical formula; semantic equivalence not established,G((insertion_phase = 1) -> (contact_force < 20)),G(insertion_phase -> (contact_force < 20)),
MR-109,Anthropic direct,anthropic,claude-sonnet-5,NLSTL150-150,0,Valid but non-identical formula; semantic equivalence not established,"F[0,15](object_in_target = 1) & G(end_effector_in_forbidden = 0)","F[0,15](object_in_target = 1) & G(!(end_effector_in_forbidden = 1))",
MR-110,OpenAI direct,openai,gpt-5.6-terra,NLSTL150-150,0,Valid but non-identical formula; semantic equivalence not established,"F[0,15](object_in_target) & G(!(end_effector_in_forbidden))","F[0,15](object_in_target = 1) & G(!(end_effector_in_forbidden = 1))",
